country,points,price
France,95,380
France,95,200
Germany,94,64
US,94,65
France,94,100
US,88,29
US,88,190
France,88,
France,88,15
US,88,42
Spain,88,28
Spain,88,11
US,88,15
US,88,25
US,88,
US,88,25
Germany,88,15
US,88,24
Italy,88,35
France,88,52
US,88,16
US,88,18
France,88,55
Italy,88,60
US,88,26
France,88,15
Italy,88,50
US,88,35
France,88,19
France,88,10
France,88,14
France,88,
France,88,15
France,88,13
France,88,14
Portugal,93,23
US,93,70
US,93,45
US,93,50
France,93,57
France,93,26
US,93,60
Portugal,93,60
US,93,55
US,93,60
Portugal,92,20
US,92,97
US,92,38
Israel,92,22
France,92,22
US,92,35
France,92,40
France,92,40
Argentina,92,48
Portugal,92,55
Portugal,92,24
France,92,80
Italy,92,40
US,92,95
Portugal,92,
US,92,75
US,92,65
Portugal,92,32
Portugal,92,30
US,92,40
France,89,95
France,89,29
Italy,89,55
Spain,89,40
Argentina,89,20
Spain,89,15
US,89,25
Italy,89,70
Austria,89,35
Argentina,89,23
Spain,89,21
Spain,89,26
Austria,89,
US,89,62
France,89,25
France,89,
France,89,25
France,89,
France,89,75
France,89,40
US,89,14
US,89,35
Italy,89,30
Italy,89,65
Italy,89,28
Austria,89,
US,89,30
US,89,22
US,89,23
Italy,89,60
US,84,50
US,84,65
Greece,84,13
US,84,15
US,84,35
US,84,20
US,84,28
US,84,29
US,84,4
US,84,10
US,84,39
US,84,11
Italy,84,
France,84,11
Chile,84,10
Chile,84,13
Italy,84,10
US,84,50
US,84,12
US,84,12
Chile,84,12
Argentina,84,12
Greece,84,11
US,90,38
Chile,90,
US,90,20
US,90,75
France,90,113
France,90,
France,90,26
France,90,45
France,90,32
Chile,90,25
US,90,60
US,90,60
France,90,114
Chile,90,40
US,90,30
France,90,45
Italy,90,20
Spain,90,30
US,90,24
US,90,22
US,90,28
US,90,25
Italy,90,35
US,90,25
US,90,44
US,90,27
France,90,18
Chile,90,20
Italy,90,16
US,90,35
US,90,30
US,90,39
Portugal,90,22
Argentina,90,25
US,90,40
US,90,25
Argentina,90,79
US,90,24
Italy,90,40
Italy,90,18
Bulgaria,90,14
Italy,90,22
Australia,90,24
Italy,90,50
US,90,55
Italy,90,13
US,90,26
Portugal,90,15
France,90,35
Australia,90,17
Italy,90,22
Turkey,90,29
US,90,31
France,90,
US,90,36
Portugal,90,28
Argentina,90,25
Australia,90,16
US,90,37
US,90,37
Germany,89,18
Bulgaria,89,14
France,89,20
Italy,89,20
Italy,89,33
Germany,89,27
US,89,18
New Zealand,89,30
Germany,89,16
France,89,25
Turkey,89,30
US,89,24
Italy,89,17
Italy,89,35
US,89,32
US,89,38
Italy,89,25
Germany,89,17
Italy,89,45
Italy,89,25
Italy,89,25
Italy,89,50
Italy,89,27
US,89,14
US,89,15
France,89,24
Portugal,89,25
Argentina,89,24
Slovenia,89,12
US,89,28
US,85,54
France,85,
US,85,16
US,85,30
US,85,12
US,85,14
US,85,18
US,85,18
US,85,20
US,85,22
France,85,15
US,85,15
US,85,35
Argentina,85,12
New Zealand,85,13
France,85,
France,85,
Israel,85,15
US,85,20
US,89,15
US,89,18
Italy,89,35
France,89,30
US,89,16
US,89,39
US,89,25
US,89,30
US,89,45
Italy,89,50
Italy,89,80
US,89,38
Italy,89,40
US,89,23
US,89,24
US,89,16
Italy,89,60
Italy,89,60
France,89,
France,89,30
France,89,10
France,89,
US,89,32
US,82,22
US,82,18
US,82,19
Italy,82,10
Spain,82,10
US,82,21
France,82,
US,82,29
US,82,9
Spain,82,10
US,82,37
US,82,16
New Zealand,82,13
US,81,12
Spain,81,12
US,81,23
Spain,81,15
Spain,81,14
US,81,20
Portugal,88,28
Portugal,88,13
Spain,88,12
France,88,55
France,88,
US,88,34
US,88,22
US,88,25
Italy,88,24
Spain,88,18
Greece,88,19
Portugal,88,20
France,88,12
France,88,12
Spain,88,325
US,88,28
US,88,40
France,88,40
France,88,35
Spain,88,80
US,88,28
France,88,13
US,88,22
US,88,59
US,88,20
US,88,14
US,88,39
Greece,88,24
US,87,17
Italy,87,13
US,87,12
Argentina,87,17
Romania,87,7
Romania,87,7
Spain,87,59
Spain,87,17
Portugal,87,15
Czech Republic,87,15
Portugal,87,7
South Africa,91,20
South Africa,91,30
US,91,15
Austria,91,
US,91,25
France,91,
France,91,
France,91,36
US,91,30
US,91,42
US,91,40
Austria,91,44
France,91,25
US,91,32
US,91,39
Italy,91,18
US,91,65
US,91,35
Chile,91,70
US,91,18
US,91,50
US,91,30
Italy,91,30
US,91,28
Austria,91,28
US,91,54
US,91,45
France,91,
France,91,
France,89,
US,89,45
France,89,20
France,89,23
France,89,20
Germany,89,18
US,89,28
US,89,55
Germany,89,12
US,89,40
US,89,30
US,89,30
US,89,40
US,89,40
US,89,23
New Zealand,89,23
Moldova,89,15
New Zealand,89,31
Portugal,89,20
Germany,89,27
US,89,40
Australia,89,22
Italy,89,39
Argentina,89,37
Italy,89,20
US,89,12
Argentina,89,19
US,87,35
US,87,17
US,87,17
US,87,30
US,87,30
Spain,87,19
France,87,20
US,87,42
US,87,21
Spain,87,13
Germany,86,21
South Africa,86,10
US,86,25
South Africa,86,40
Germany,86,50
Spain,86,21
Spain,86,49
US,86,19
US,86,22
South Africa,86,13
US,86,50
US,90,40
US,90,44
Portugal,90,28
US,90,32
Australia,90,25
US,90,24
Portugal,90,26
US,90,35
US,90,28
France,90,17
France,90,35
France,90,42
France,90,25
France,90,39
France,90,28
France,90,50
France,90,17
France,90,40
France,90,25
France,90,15
US,90,18
France,90,38
Portugal,90,24
France,90,45
US,90,30
US,90,55
Israel,90,22
Italy,90,80
US,90,
US,90,45
Italy,86,20
France,86,19
France,86,14
US,86,58
France,86,12
France,86,16
US,86,40
Portugal,86,11
France,86,35
Spain,86,35
France,86,
Argentina,86,18
France,86,20
US,86,70
Portugal,86,21
US,86,8
Italy,86,17
France,86,16
Argentina,86,13
US,86,34
US,86,26
Italy,86,22
Spain,86,17
Spain,86,12
Italy,86,16
US,86,16
Italy,87,
Spain,87,18
US,87,20
US,87,10
US,87,16
US,87,48
Italy,87,23
Italy,87,19
Italy,87,19
US,87,21
Italy,87,15
US,87,14
Israel,87,30
Israel,87,18
US,87,16
US,87,15
US,87,60
US,87,40
US,87,20
Italy,87,21
Italy,87,20
Italy,87,15
Italy,87,29
Italy,87,
Italy,87,18
US,87,26
US,87,30
Italy,87,21
New Zealand,87,17
US,85,18
US,85,36
Chile,85,9
Argentina,85,9
Italy,85,12
US,85,14
US,85,80
US,85,24
US,85,15
Chile,85,9
Italy,85,16
Australia,85,13
US,84,24
US,84,12
Argentina,84,11
US,84,24
Argentina,84,7
US,84,17
US,84,15
US,84,75
US,90,80
Italy,90,50
Italy,90,
Italy,90,130
US,90,50
Italy,90,65
Italy,90,158
US,90,55
France,90,35
France,90,
France,90,
France,90,15
US,90,45
Argentina,90,45
South Africa,90,33
US,90,32
Italy,90,80
US,90,55
Italy,90,65
Italy,90,110
Italy,90,
Italy,90,70
Italy,90,
US,90,65
US,90,65
Italy,90,
Italy,90,
US,90,18
US,90,45
South Africa,90,39
US,93,53
US,93,65
Portugal,93,45
Portugal,93,29
US,93,40
US,93,65
Portugal,93,54
US,93,42
US,93,39
US,93,35
US,93,37
Portugal,93,25
US,93,80
Portugal,93,72
US,93,41
US,93,42
US,93,69
Spain,93,243
US,90,35
France,90,15
US,90,55
US,90,55
Chile,90,30
France,90,25
France,90,37
US,90,20
US,90,13
US,90,21
US,89,28
Chile,89,19
Italy,89,26
US,89,24
Italy,89,20
US,89,22
US,89,30
Italy,89,18
Italy,89,20
Italy,89,20
US,89,40
Italy,89,16
Italy,89,25
Chile,89,15
New Zealand,89,56
France,89,17
New Zealand,89,39
US,89,14
US,89,12
New Zealand,89,20
US,95,50
US,95,75
US,95,50
Italy,95,165
Spain,95,167
US,95,90
Italy,95,75
Italy,94,
Italy,94,155
Spain,94,166
Italy,94,43
US,94,62
US,94,110
Italy,94,
Italy,94,100
Australia,94,105
Italy,94,
Italy,94,48
US,94,50
US,94,85
US,94,39
Argentina,94,50
US,94,40
Italy,94,
Australia,94,190
US,94,48
France,94,
US,91,30
US,91,45
US,91,46
US,91,30
US,91,50
US,91,80
Italy,91,75
US,91,20
France,91,25
Portugal,91,30
Portugal,91,30
US,91,25
France,91,35
US,91,38
US,91,45
France,91,40
France,91,40
France,91,25
Italy,91,80
US,91,24
US,91,60
US,91,42
US,91,55
France,91,25
Portugal,91,25
US,91,85
New Zealand,91,28
US,91,36
Portugal,91,
US,91,38
Germany,88,29
Chile,88,16
US,88,29
France,88,30
France,88,22
Italy,88,21
US,88,85
France,88,15
US,88,18
Austria,88,20
Chile,88,
US,88,40
US,88,20
US,88,22
Spain,88,15
US,88,25
US,88,24
Italy,88,25
US,88,15
Austria,88,13
US,88,65
US,88,24
Austria,88,
US,88,50
Spain,88,35
US,88,30
Italy,88,38
US,88,18
Chile,88,35
US,88,25
Spain,89,25
Italy,89,40
Spain,89,34
US,89,33
US,89,35
Italy,89,57
US,89,29
Portugal,89,15
Portugal,89,17
Chile,89,22
France,89,18
France,89,13
Germany,89,26
Chile,89,19
US,89,28
US,89,49
Italy,89,20
US,89,25
Italy,89,28
Italy,89,30
US,89,45
Portugal,89,45
Italy,89,24
US,89,36
Italy,89,25
Italy,89,240
France,89,15
Spain,89,50
Chile,89,35
US,89,40
Italy,88,18
Italy,88,18
Italy,88,29
France,88,37
New Zealand,88,20
Spain,88,16
Italy,88,24
Italy,88,22
US,88,22
France,88,45
US,88,50
France,88,45
Argentina,88,19
US,88,40
US,88,20
France,88,97
France,88,36
US,88,26
US,88,20
Austria,88,19
New Zealand,88,14
Argentina,88,15
Italy,88,21
Germany,88,15
US,88,24
France,88,60
US,88,20
US,88,40
Italy,88,15
Germany,88,13
US,86,20
US,86,40
Chile,86,10
US,86,19
US,86,25
Italy,86,9
Chile,86,12
Chile,86,13
Italy,86,19
US,86,17
US,86,28
Portugal,86,8
Italy,86,15
France,86,15
US,86,23
Italy,86,19
Italy,86,13
US,86,35
US,86,35
France,86,13
Italy,86,10
Spain,86,8
US,86,14
Spain,86,11
US,86,24
US,86,30
Italy,86,15
France,86,14
Spain,86,16
Spain,86,9
Italy,86,16
Italy,86,12
New Zealand,86,14
France,86,
US,86,18
US,86,30
France,86,9
France,86,14
France,86,25
US,86,38
US,86,78
France,86,12
Italy,86,45
US,86,20
Italy,86,20
New Zealand,86,20
US,86,20
US,93,95
US,93,60
US,93,55
US,93,70
US,93,30
US,93,47
France,93,72
US,93,74
Italy,93,80
Italy,93,75
Austria,93,70
US,93,55
Italy,93,94
US,93,140
US,93,45
US,93,125
US,93,35
US,93,30
US,93,90
US,93,44
US,85,12
France,85,37
US,85,18
US,85,33
US,85,25
Italy,85,18
France,85,15
US,85,13
Italy,85,30
Greece,85,14
US,85,32
Italy,85,13
France,85,
US,85,13
US,85,35
US,85,16
US,85,22
US,85,16
Greece,85,10
US,85,25
US,85,22
France,85,32
Spain,85,12
US,85,25
US,84,10
Italy,84,36
Spain,84,53
France,84,32
France,84,10
France,94,35
France,94,80
France,94,55
France,94,55
France,94,36
France,94,40
US,94,75
Portugal,94,46
US,94,35
France,94,28
US,94,90
US,94,55
France,94,63
France,94,40
France,94,55
France,94,55
France,94,60
France,94,47
France,94,58
US,94,30
US,94,20
US,94,175
US,94,50
US,93,60
France,93,63
Australia,93,55
US,93,125
US,93,50
Portugal,93,87
US,93,60
Canada,93,80
US,93,100
US,93,55
US,93,35
France,93,
Italy,93,80
US,93,65
France,93,61
Italy,93,71
Portugal,93,32
France,93,48
France,93,48
Italy,93,225
Italy,93,65
US,93,50
US,93,35
US,93,62
France,93,
US,93,38
US,93,40
Italy,92,45
Italy,92,49
US,92,34
US,92,60
US,88,116
US,88,32
US,88,30
US,88,70
Spain,88,45
Australia,88,15
Australia,88,15
France,88,27
US,88,26
Australia,88,19
Spain,88,27
France,88,28
US,88,36
Australia,88,21
US,88,25
US,88,17
Spain,88,15
Spain,88,37
Spain,88,45
Italy,88,22
Australia,88,15
US,88,35
Australia,88,13
France,88,
Austria,91,
US,91,65
Austria,91,37
Italy,91,
France,91,24
Italy,91,34
US,91,35
France,91,
Chile,91,44
France,91,
Italy,91,
US,91,37
France,91,
France,91,
Italy,91,
France,91,
US,91,38
France,91,51
US,89,50
US,89,45
US,89,42
US,89,22
US,89,30
Portugal,89,12
US,89,25
US,89,24
Italy,89,16
US,89,28
Australia,89,
Australia,89,15
Spain,89,37
Spain,89,20
US,89,38
France,89,12
US,89,14
France,89,19
US,89,40
US,89,15
Croatia,89,20
US,89,40
France,89,13
Bulgaria,89,40
US,89,28
France,89,16
Italy,89,24
Germany,89,20
US,89,18
US,89,18
France,87,15
France,87,22
France,87,17
France,87,20
France,87,15
France,87,23
France,87,13
France,87,15
France,87,17
France,87,10
France,87,26
Spain,87,15
US,87,21
France,87,35
France,87,28
Germany,87,14
France,87,15
US,87,39
US,87,15
US,87,30
Portugal,87,13
Italy,87,
Spain,87,18
Germany,87,10
Germany,87,14
Italy,87,39
US,87,28
Spain,87,11
US,87,19
Germany,87,12
US,91,95
Italy,91,30
Portugal,91,16
Portugal,91,18
Portugal,91,22
Germany,91,25
Portugal,91,20
US,91,38
US,91,49
US,91,85
Argentina,91,42
US,91,45
Italy,91,38
US,91,55
US,91,30
US,91,30
France,91,82
US,91,65
US,91,45
Portugal,91,27
Israel,91,30
US,91,16
US,91,35
Italy,91,60
Portugal,91,55
Italy,91,24
Israel,91,35
Portugal,91,26
Italy,91,75
Switzerland,89,160
Italy,89,45
US,89,30
Italy,89,31
Italy,89,
Argentina,89,25
Italy,89,15
Argentina,89,90
Bulgaria,89,14
US,89,38
US,89,22
Australia,89,20
US,89,45
Italy,89,
US,89,22
Italy,89,45
Morocco,89,18
Italy,89,30
France,89,
Portugal,89,
Bulgaria,89,14
Bulgaria,89,15
Bulgaria,89,12
US,89,33
Argentina,89,15
France,89,
Italy,89,18
Australia,89,20
Italy,89,45
US,89,25
France,90,15
France,90,40
France,90,25
France,90,40
France,90,25
France,90,35
France,90,20
France,90,50
France,90,20
US,90,24
Spain,90,60
Italy,90,20
Austria,90,19
US,90,60
US,90,68
Italy,90,55
Italy,90,170
France,90,29
France,90,20
France,90,18
France,90,25
Germany,90,11
US,90,28
Italy,90,57
US,90,56
US,90,44
US,90,25
Italy,90,60
Germany,90,17
Italy,90,30
US,92,48
US,92,24
France,92,29
France,92,46
US,92,44
France,92,
US,92,54
Spain,92,27
France,92,
Italy,92,80
Italy,92,65
US,92,32
US,92,50
France,95,40
Australia,94,40
France,94,75
France,94,350
France,94,80
US,94,75
France,94,120
France,94,55
France,94,179
US,94,64
France,93,87
France,93,90
France,93,50
France,93,75
France,93,250
Australia,93,75
US,92,30
US,92,64
Greece,84,32
Spain,84,9
US,84,20
Greece,84,14
Greece,84,22
Italy,84,10
US,84,45
Italy,84,13
Greece,84,20
Spain,84,9
US,84,26
Italy,84,
US,84,65
France,84,9
US,84,30
US,84,20
US,84,48
US,84,15
Spain,84,13
Spain,84,10
Italy,84,13
Spain,84,12
US,84,225
US,84,55
Italy,93,88
US,93,80
Italy,93,80
Italy,93,81
Italy,93,62
US,93,65
US,93,41
Italy,93,
US,93,75
US,93,40
Italy,93,100
US,92,65
France,92,160
Italy,92,55
Italy,92,90
Italy,92,245
France,92,
US,92,50
US,92,75
Italy,92,62
US,86,32
US,86,28
France,86,25
US,86,100
France,86,20
US,86,14
Spain,86,20
Chile,86,11
Italy,86,16
US,86,12
US,86,15
Italy,86,13
US,86,15
Italy,86,13
Spain,86,6
Italy,86,14
France,86,26
France,86,21
France,86,17
Chile,86,17
Chile,86,12
France,86,16
US,86,25
US,86,20
Chile,86,15
US,86,11
US,86,24
Spain,86,27
US,86,32
US,86,25
Portugal,87,12
Portugal,87,15
US,87,48
US,87,16
Chile,87,12
Italy,87,19
Italy,87,20
Portugal,87,20
Chile,87,17
Portugal,87,55
Portugal,87,8
Portugal,87,20
Austria,87,16
US,87,30
US,87,40
Portugal,87,
Portugal,87,20
Italy,87,18
Portugal,87,12
US,87,30
France,87,
Chile,87,10
Italy,87,38
US,87,29
Spain,87,8
Spain,87,27
US,87,12
US,87,20
Spain,87,17
US,87,25
US,87,26
Italy,87,21
Italy,87,20
France,87,9
Spain,87,12
Austria,87,16
US,87,48
Italy,87,21
France,87,22
Spain,87,27
Spain,87,9
Spain,87,12
Italy,87,20
US,87,16
Italy,87,34
Australia,87,15
France,87,
Austria,87,19
US,87,17
US,87,40
Italy,87,
Italy,87,14
Italy,87,20
US,87,42
Spain,87,13
US,87,25
Italy,87,12
Italy,87,
France,87,25
US,87,35
US,87,28
US,87,28
US,87,22
US,87,35
Austria,87,30
US,87,16
US,87,12
US,87,20
France,87,
France,87,13
US,87,12
US,87,8
US,87,15
Italy,87,
Argentina,87,9
Argentina,87,12
South Africa,87,12
US,87,20
France,87,
France,87,
US,87,50
US,87,22
Italy,87,
US,87,50
US,87,50
Argentina,87,16
France,87,12
France,87,10
US,87,50
Portugal,87,45
Argentina,87,17
US,87,16
Portugal,87,20
Italy,87,
Italy,87,18
US,87,30
Italy,87,15
Italy,87,20
Italy,87,14
US,87,40
South Africa,87,28
South Africa,87,13
Argentina,87,19
US,87,25
US,87,12
Argentina,87,10
Italy,90,29
US,90,14
Portugal,90,17
US,90,75
US,90,38
US,90,45
Portugal,90,11
US,90,35
US,90,50
US,90,39
US,90,45
US,90,45
Italy,90,210
Portugal,90,14
Portugal,90,45
Portugal,90,24
France,90,18
France,90,22
France,90,19
US,90,30
US,90,30
US,89,28
US,89,50
US,89,22
Spain,89,40
Portugal,89,14
Italy,89,35
US,89,20
US,89,50
US,89,35
US,90,42
Chile,90,70
US,90,40
US,90,24
US,90,15
Spain,90,36
Italy,90,45
US,90,38
Germany,90,20
US,90,75
US,90,26
Chile,90,29
Italy,90,72
US,90,68
US,90,50
Italy,90,32
Spain,90,22
France,90,
France,90,14
Italy,90,60
Portugal,90,30
Italy,90,55
US,90,48
US,90,25
US,90,45
Chile,90,24
France,90,20
Italy,90,24
Italy,90,300
Italy,90,51
US,84,30
US,84,20
US,84,20
US,84,25
Argentina,84,27
US,84,8
US,84,8
France,84,35
France,84,20
France,84,19
US,84,16
Argentina,84,
Spain,84,9
Argentina,84,12
US,84,13
US,84,23
US,84,25
France,84,35
France,84,40
France,84,
Argentina,84,15
France,84,
France,84,60
France,84,41
Argentina,84,13
US,84,12
US,84,12
Spain,84,15
US,84,28
Italy,90,70
US,90,36
US,90,65
US,90,65
US,90,26
US,90,48
US,90,46
US,90,46
US,90,42
US,90,24
US,90,39
France,90,
Italy,90,60
US,90,38
US,90,30
Italy,90,60
Italy,90,70
US,90,66
US,90,28
Italy,90,32
France,90,60
US,90,35
US,90,48
Italy,90,66
US,90,48
Canada,90,38
France,90,20
France,90,30
France,90,
US,90,25
Spain,87,17
France,87,
Italy,87,15
US,87,26
Portugal,87,
Italy,87,
Italy,87,40
France,87,25
France,87,60
US,87,18
France,87,40
Spain,87,9
US,87,32
Portugal,87,18
Italy,87,
France,87,40
France,87,
France,87,45
France,87,45
Spain,87,14
Argentina,87,22
US,87,30
Italy,87,35
US,87,35
France,87,45
France,87,60
Portugal,87,15
France,87,75
US,87,30
US,87,26
US,89,50
US,89,30
US,89,28
Italy,89,
France,89,35
Austria,89,46
Austria,89,33
France,89,50
Germany,89,29
Argentina,89,25
US,89,22
Greece,89,18
Italy,89,22
US,89,37
Austria,89,60
Austria,89,48
Argentina,89,18
US,89,18
US,89,19
Australia,89,18
Argentina,89,17
France,89,
Spain,89,14
Austria,89,50
Austria,89,22
Australia,89,31
US,89,22
US,89,45
France,89,40
US,92,40
Austria,92,56
US,92,25
US,92,38
Italy,92,120
US,92,42
US,92,59
Italy,92,
US,92,30
France,92,99
Austria,92,67
US,92,40
Italy,92,45
Austria,92,70
US,92,37
Austria,92,65
US,92,55
Argentina,92,75
US,92,80
Austria,92,80
France,91,
France,91,29
France,91,
France,91,
US,91,45
US,91,55
US,91,45
US,91,25
US,91,45
Italy,91,79
France,91,25
Italy,91,200
US,91,105
US,91,18
Austria,89,20
Austria,89,26
US,89,42
Australia,89,30
France,89,
Spain,89,14
France,89,22
US,89,45
Spain,88,10
Spain,88,42
France,88,13
Austria,88,24
Austria,88,
US,88,23
US,88,13
US,88,49
US,88,54
Spain,88,22
Spain,88,14
US,88,93
US,88,24
US,88,30
Italy,88,
Australia,88,21
US,88,13
Spain,88,13
Austria,88,29
Italy,88,29
Spain,88,17
Spain,88,35
US,87,16
Spain,87,147
US,87,25
US,87,36
Australia,87,16
South Africa,87,25
US,87,6
South Africa,87,15
Australia,87,14
US,87,80
US,87,100
South Africa,87,33
Spain,87,45
US,87,40
Italy,87,
US,87,14
Germany,87,12
US,87,46
Italy,87,
South Africa,87,19
US,87,15
France,87,23
US,87,38
Italy,87,
US,87,36
South Africa,87,14
Germany,90,22
US,90,40
US,90,27
US,90,42
US,90,65
France,90,20
Germany,90,31
US,90,18
US,90,55
Germany,90,25
US,90,22
Spain,90,28
Italy,90,39
US,90,25
France,90,15
Italy,90,19
US,90,36
US,90,36
US,90,55
US,90,28
Spain,90,17
US,90,36
Greece,90,28
Spain,90,26
Germany,90,25
Australia,90,33
US,90,42
France,90,26
France,90,15
France,90,55
France,85,
US,85,25
US,85,27
US,85,18
US,85,13
US,85,12
US,85,15
France,85,
France,85,12
Argentina,85,18
US,85,13
Argentina,85,17
Argentina,85,12
Spain,85,22
US,85,32
US,85,17
Argentina,85,10
US,85,19
US,85,13
France,85,
US,85,34
US,85,14
France,85,12
US,85,24
US,84,18
US,84,12
US,84,12
US,84,14
France,84,
US,84,40
France,87,14
Argentina,87,11
Argentina,87,14
Chile,87,32
France,87,15
Italy,87,
Italy,87,11
France,87,12
US,87,13
US,87,19
Austria,87,16
Italy,87,12
US,87,28
France,87,19
Italy,87,12
US,87,40
Italy,87,22
US,87,35
US,87,22
Chile,87,14
Italy,87,12
US,87,10
France,87,30
Chile,87,12
France,87,
US,87,23
France,87,15
US,87,32
Chile,87,11
France,87,23
Chile,87,100
Chile,87,14
Portugal,87,12
US,87,24
France,87,20
Chile,87,20
Chile,87,18
US,87,30
Portugal,87,
US,87,16
US,87,19
US,87,32
Italy,87,30
US,87,36
US,87,14
US,87,34
US,87,14
US,87,22
Portugal,87,15
Portugal,87,15
Portugal,87,13
US,88,19
Spain,88,24
US,88,22
US,88,15
Italy,88,65
US,88,15
France,88,18
Greece,88,25
US,88,28
Spain,88,24
US,88,25
Italy,88,54
US,88,25
US,88,20
US,88,24
US,88,48
US,88,34
US,88,18
Spain,88,45
France,88,30
Spain,88,40
Spain,88,14
France,88,21
US,88,20
US,88,40
Italy,88,50
US,88,39
US,88,25
Spain,88,16
US,88,42
Portugal,84,12
Portugal,84,9
Argentina,84,10
US,84,28
France,84,20
France,84,24
US,84,10
Argentina,84,10
Italy,84,20
South Africa,84,12
Argentina,84,7
US,84,39
US,84,26
Australia,84,13
US,84,22
US,84,25
Argentina,84,20
US,84,30
Portugal,84,10
Argentina,84,11
Spain,84,9
Italy,84,12
US,84,65
Argentina,84,16
US,84,12
US,84,25
Greece,85,13
US,85,20
Spain,85,10
Portugal,85,
France,85,12
Chile,85,13
Spain,85,14
France,85,18
US,85,25
France,85,11
Spain,85,8
Italy,85,60
US,85,18
France,85,14
Spain,85,19
Spain,85,11
US,85,10
Chile,85,12
Chile,85,12
Spain,85,13
US,85,75
Chile,85,12
US,85,13
Italy,85,15
France,85,10
Spain,85,14
Spain,85,12
Italy,85,15
Chile,85,24
US,85,18
France,87,17
France,87,10
Italy,87,80
France,87,15
Italy,87,
US,87,24
France,87,12
France,87,15
US,87,14
US,87,12
South Africa,87,10
Portugal,87,8
Spain,87,12
South Africa,87,18
South Africa,87,18
US,87,25
France,87,16
Italy,87,40
US,87,18
US,87,14
Portugal,87,12
US,87,32
South Africa,87,15
Spain,87,16
US,87,27
Spain,87,20
Italy,87,40
US,87,28
Italy,87,100
US,87,18
US,90,23
US,90,80
US,90,40
US,90,35
Italy,90,100
US,90,18
US,90,21
US,90,80
US,90,15
US,90,26
US,90,30
Germany,90,103
US,90,60
US,90,25
Italy,90,350
Spain,90,140
France,90,75
Spain,90,42
Italy,90,40
US,90,18
Italy,90,40
US,90,44
US,90,32
France,86,15
Italy,86,16
Austria,86,22
Italy,86,24
Italy,86,
Austria,86,18
Argentina,86,15
Argentina,86,14
US,86,22
US,86,24
Italy,86,45
Argentina,86,10
US,86,20
US,86,10
Argentina,86,15
Argentina,85,18
Spain,85,20
Australia,85,10
Argentina,85,10
US,85,15
Argentina,85,15
Austria,85,17
Spain,85,15
US,85,32
US,85,24
US,85,27
Argentina,85,15
Argentina,85,13
Germany,92,35
France,92,72
France,92,84
US,92,50
France,92,100
US,92,61
US,92,50
Germany,92,55
US,92,40
US,92,50
US,92,60
US,92,55
France,92,122
Portugal,92,40
Spain,92,50
France,92,
US,92,42
US,92,60
US,92,60
US,92,100
Italy,92,40
US,92,50
Italy,92,70
US,92,45
France,92,40
Spain,92,65
Germany,92,37
France,92,
France,92,230
France,92,36
France,87,15
France,87,18
France,87,25
Portugal,87,19
US,87,45
US,87,36
Italy,87,35
France,87,15
Italy,87,19
US,87,18
Italy,87,37
US,87,55
Italy,87,
Spain,87,25
Spain,87,18
US,87,24
Italy,87,16
US,87,35
Italy,87,15
Italy,87,20
US,87,36
Portugal,87,20
Italy,87,22
US,87,36
Germany,87,13
Spain,87,22
Chile,87,12
Italy,87,35
France,87,14
Chile,87,10
Austria,85,14
France,85,15
US,85,20
US,85,40
Italy,85,10
France,85,
US,85,15
US,85,56
US,85,19
Spain,85,69
Australia,85,18
US,85,22
France,85,21
Spain,84,14
Spain,84,11
Italy,84,
US,84,22
Italy,84,12
Italy,84,
US,84,20
Spain,84,12
Italy,84,11
US,84,11
US,84,13
Spain,84,15
US,84,25
Italy,84,28
Spain,84,24
US,84,18
US,84,13
US,84,38
US,84,30
Argentina,84,25
US,84,25
Spain,84,9
Argentina,84,10
Spain,84,7
Spain,84,17
US,84,65
Greece,84,21
Spain,84,19
US,84,35
France,84,13
US,84,20
Greece,84,11
France,84,11
US,84,10
US,84,28
US,84,46
US,88,25
US,88,25
US,88,135
US,88,60
France,88,16
France,88,19
Spain,88,16
US,88,27
US,88,22
Italy,88,35
Italy,88,26
US,87,16
Chile,87,25
Germany,87,6
France,87,13
Germany,87,17
Chile,87,14
Greece,87,33
US,87,38
US,87,10
Chile,87,13
Italy,87,85
France,87,15
France,87,15
France,87,70
US,87,25
US,87,22
Greece,87,30
US,87,40
France,87,18
Argentina,81,14
Argentina,81,19
Spain,81,5
Spain,81,15
Spain,81,13
US,97,59
Spain,97,150
US,96,95
France,96,120
US,96,85
US,96,85
US,96,65
US,95,74
US,95,65
Italy,95,60
US,95,86
US,95,105
Germany,95,
US,95,79
US,95,39
France,95,59
US,95,78
US,95,78
Italy,95,80
US,95,55
France,95,85
US,95,60
Italy,94,35
Portugal,94,40
Spain,94,90
US,88,22
US,88,75
US,88,20
US,88,20
US,88,27
US,88,70
Italy,88,20
US,88,18
Italy,88,80
Italy,88,22
Italy,88,
US,88,15
Italy,88,24
US,88,32
France,88,24
US,88,17
US,88,15
Chile,88,16
US,88,30
Italy,88,28
Austria,88,20
France,88,224
Italy,88,27
US,88,32
New Zealand,88,30
Italy,88,70
France,88,17
US,88,95
US,88,18
France,88,20
Greece,88,23
US,88,23
US,88,40
Greece,88,25
US,88,18
Portugal,88,
US,88,17
Chile,88,18
US,88,12
US,88,22
US,88,16
US,88,
US,88,18
Italy,88,30
US,88,45
France,88,17
US,88,12
US,88,
US,88,28
US,88,23
US,88,20
France,88,15
France,88,25
France,88,19
